condition,question_id,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,latency_ms,prompt_chars
NO_DESC,CR25,4,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END) -
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END)) /
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate
FROM loan
WHERE loan.status IN ('B', 'D')
AND strftime('%Y', loan.loan_date) IN ('1994', '1995')
UNION ALL
SELECT
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END) -
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END)) /
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate
FROM loan
WHERE loan.status IN ('B', 'D')
AND strftime('%Y', loan.loan_date) IN ('1995', '1996')
UNION ALL
SELECT
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END) -
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END)) /
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate
FROM loan
WHERE loan.status IN ('B', 'D')
AND strftime('%Y', loan.loan_date) IN ('1996', '1997')
UNION ALL
SELECT
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1998' THEN loan.total_amount ELSE 0 END) -
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END)) /
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END), 0) * 100",,"SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",10762,12320
NO_DESC,CR47,0,False,,"Generated SQL error: Execution failed on sql 'SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) * 100
       / SUM(loan.amount)
   FROM loan': misuse of aggregate function SUM()","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) * 100
       / SUM(loan.total_amount)
   FROM loan","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) * 100
       / SUM(loan.amount)
   FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",1999,12322
NO_DESC,CR47,1,False,,"Generated SQL error: Execution failed on sql 'SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS REAL) 
     / NULLIF(SUM(loan.amount), 0) * 100 AS default_proportion
   FROM loan': misuse of aggregate function SUM()","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.total_amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS REAL) 
     / NULLIF(SUM(loan.total_amount), 0) * 100 AS default_proportion
   FROM loan","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS REAL) 
     / NULLIF(SUM(loan.amount), 0) * 100 AS default_proportion
   FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",2368,12322
NO_DESC,CR47,2,False,,"Generated SQL error: Execution failed on sql 'SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_value,
     SUM(loan.amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS REAL)
       / SUM(loan.amount) * 100 AS proportion_defaulted
   FROM loan': misuse of aggregate function SUM()","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS defaulted_value,
     SUM(loan.total_amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS REAL)
       / SUM(loan.total_amount) * 100 AS proportion_defaulted
   FROM loan","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_value,
     SUM(loan.amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS REAL)
       / SUM(loan.amount) * 100 AS proportion_defaulted
   FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",2455,12322
NO_DESC,CR47,3,False,,"Generated SQL error: Execution failed on sql 'SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.amount) AS total_portfolio_value,
     (SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) * 1.0 / SUM(loan.amount)) * 100 AS proportion_defaulted
   FROM loan': misuse of aggregate function SUM()","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.total_amount) AS total_portfolio_value,
     (SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) * 1.0 / SUM(loan.total_amount)) * 100 AS proportion_defaulted
   FROM loan","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.amount) AS total_portfolio_value,
     (SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) * 1.0 / SUM(loan.amount)) * 100 AS proportion_defaulted
   FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",2087,12322
NO_DESC,CR47,4,False,,"Generated SQL error: Execution failed on sql 'SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS REAL)
       / NULLIF(SUM(loan.amount), 0) * 100 AS proportion_defaulted
   FROM loan': misuse of aggregate function SUM()","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.total_amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS REAL)
       / NULLIF(SUM(loan.total_amount), 0) * 100 AS proportion_defaulted
   FROM loan","SELECT
     SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_portfolio_value,
     SUM(loan.amount) AS total_portfolio_value,
     CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS REAL)
       / NULLIF(SUM(loan.amount), 0) * 100 AS proportion_defaulted
   FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",2098,12322
NO_DESC,CR45,0,True,,,"SELECT COUNT(loan.loan_id)
   FROM loan
   WHERE loan.duration = 60","SELECT COUNT(loan.loan_id)
   FROM loan
   WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,943,12270
NO_DESC,CR45,1,True,,,"SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60","SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,4844,12270
NO_DESC,CR45,2,True,,,"SELECT COUNT(loan.loan_id)
   FROM loan
   WHERE loan.duration = 60","SELECT COUNT(loan.loan_id)
   FROM loan
   WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,1007,12270
NO_DESC,CR45,3,True,,,"SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60","SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,974,12270
NO_DESC,CR45,4,True,,,"SELECT COUNT(DISTINCT loan.account_id)
   FROM loan
   WHERE loan.duration = 60","SELECT COUNT(DISTINCT loan.account_id)
   FROM loan
   WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,1330,12270
NO_DESC,CR24,0,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
   FROM loan
   JOIN account ON loan.account_link
   JOIN district ON account.district_link
   WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1745,12325
NO_DESC,CR24,1,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
   FROM loan
   JOIN account ON loan.account_link
   JOIN district ON account.district_link
   WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1793,12325
NO_DESC,CR24,2,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
   FROM loan
   JOIN account ON loan.account_link
   JOIN district ON account.district_link
   WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1554,12325
NO_DESC,CR24,3,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) 
   FROM loan 
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate) 
   FROM loan 
   JOIN account ON loan.account_link 
   JOIN district ON account.district_link 
   WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) 
   FROM loan 
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1582,12325
NO_DESC,CR24,4,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
   FROM loan
   JOIN account ON loan.account_link
   JOIN district ON account.district_link
   WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1544,12325
NO_DESC,CR13,0,False,,"Generated SQL error: Execution failed on sql 'SELECT district.district_id, district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id, district.A2
   HAVING CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 10': no such column: account.account_id","SELECT district.district_id, district.district_name
   FROM district
   JOIN loan ON loan.account_link
   GROUP BY district.district_id, district.district_name
   HAVING loan.default_rate > 10","SELECT district.district_id, district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id, district.A2
   HAVING CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 10","SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1445,12294
NO_DESC,CR13,1,False,,"Generated SQL error: Execution failed on sql 'SELECT district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id
   HAVING CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 10': no such column: account.account_id","SELECT district.district_name
   FROM district
   JOIN loan ON loan.account_link
   GROUP BY district.district_id
   HAVING loan.default_rate > 10","SELECT district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id
   HAVING CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 10","SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1270,12294
NO_DESC,CR13,2,False,,"Generated SQL error: Execution failed on sql 'SELECT district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id
   HAVING CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 0.10': no such column: account.account_id","SELECT district.district_name
   FROM district
   JOIN loan ON loan.account_link
   GROUP BY district.district_id
   HAVING loan.default_rate > 0.10","SELECT district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id
   HAVING CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 0.10","SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1322,12294
NO_DESC,CR13,3,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_id, district.district_name
   FROM district
   JOIN loan ON district.district_link
   GROUP BY district.district_id, district.district_name
   HAVING loan.default_rate > 10",,"SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1420,12294
NO_DESC,CR13,4,False,,"Generated SQL error: Execution failed on sql 'SELECT district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id
   HAVING SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) * 1.0 / COUNT(loan.loan_id) > 0.1': no such column: account.account_id","SELECT district.district_name
   FROM district
   JOIN loan ON loan.account_link
   GROUP BY district.district_id
   HAVING SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) * 1.0 / COUNT(loan.loan_id) > 0.1","SELECT district.A2
   FROM district
   JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id
   HAVING SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) * 1.0 / COUNT(loan.loan_id) > 0.1","SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1913,12294
NO_DESC,CR07,0,True,,,"SELECT district.region, COUNT(account.account_id)
   FROM account
   JOIN loan ON loan.account_link
   JOIN district ON account.district_link
   WHERE loan.status = 'D'
   GROUP BY district.region
   ORDER BY COUNT(account.account_id) DESC
   LIMIT 1","SELECT district.A3, COUNT(account.account_id)
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D'
   GROUP BY district.A3
   ORDER BY COUNT(account.account_id) DESC
   LIMIT 1","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",1509,12251
